epsilon,delta,memory,averageError,queryTime,updateTime,threshold
0.0164062,0.002,1180840,3.43751,71,650,0.001
0.0164062,0.002,1206792,2.63196,78,871,0.0001
0.0164062,0.002,1231384,2.49081,69,841,1e-05
0.011601,0.002,2359512,1.71664,70,779,0.1
0.011601,0.002,2359560,1.31362,87,650,0.01
0.011601,0.002,2360488,1.40541,70,682,0.001
0.011601,0.002,2386440,1.15362,71,804,0.0001
0.011601,0.002,2411032,1.08724,70,831,1e-05
0.00820312,0.002,4718808,0.148886,69,715,0.1
0.00820312,0.002,4718856,0.257097,70,703,0.01
0.00820312,0.002,4719784,0.145983,72,709,0.001
0.00820312,0.002,4745736,0.618765,73,840,0.0001
0.00820312,0.002,4770328,0.524041,81,963,1e-05
0.00580049,0.002,9437400,0,65,746,0.1
0.00580049,0.002,9437448,0,72,703,0.01
0.00580049,0.002,9438376,0.0496328,80,721,0.001
0.00580049,0.002,9464328,0.0450036,77,848,0.0001
0.00580049,0.002,9488920,0.00362831,77,1009,1e-05
0.00410156,0.002,18874584,0,81,731,0.1
0.00410156,0.002,18874632,0,71,709,0.01
0.00410156,0.002,18875560,0,85,771,0.001
0.00410156,0.002,18901512,0,85,833,0.0001
0.00410156,0.002,18926104,0,82,851,1e-05
0.00290024,0.002,37748952,0,85,811,0.1
0.00290024,0.002,37749000,0,85,784,0.01
0.00290024,0.002,37749928,0,83,744,0.001
0.00290024,0.002,37775880,0,109,894,0.0001
0.00290024,0.002,37800472,0,81,910,1e-05
0.742462,0.03125,440,3409.56,63,589,0.1
0.742462,0.03125,488,2789.04,49,566,0.01
0.742462,0.03125,1416,923.249,50,611,0.001
0.742462,0.03125,27368,533.155,50,737,0.0001
0.742462,0.03125,51960,506.531,50,768,1e-05
0.525,0.03125,760,2181.74,49,556,0.1
0.525,0.03125,808,1942.04,49,575,0.01
0.525,0.03125,1736,978.616,47,593,0.001
0.525,0.03125,27688,375.732,49,776,0.0001
0.525,0.03125,52280,339.777,48,830,1e-05
0.371231,0.03125,1400,1364.69,49,561,0.1
0.371231,0.03125,1448,1153.03,60,848,0.01
0.371231,0.03125,2376,709.553,59,733,0.001
0.371231,0.03125,28328,288.606,52,853,0.0001
0.371231,0.03125,52920,264.257,52,840,1e-05
0.2625,0.03125,2680,789.097,64,737,0.1
0.2625,0.03125,2728,723.057,54,711,0.01
0.2625,0.03125,3656,501.981,58,728,0.001
