epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.05,7.62939e-06,17544,2515.85,3972.58,15,84
0.02,3.8147e-06,37008,929.354,1485.06,14,90
0.002,3.8147e-06,295056,72.9841,114.743,15,91
0.05,3.8147e-06,18576,2514.33,3969.64,16,89
0.02,1.90735e-06,39064,1115.87,1761.08,16,94
0.002,1.90735e-06,311448,68.6645,108.159,18,99
0.05,1.90735e-06,19608,2304.62,3654.85,14,96
0.02,0.25,4112,1508.24,2379.55,3,18
0.002,0.25,32784,131.624,208.592,5,18
0.05,0.25,2064,3139.98,4956.11,5,17
0.02,0.125,6168,1398.87,2207.76,5,25
0.002,0.125,49176,105.685,168.074,4,22
0.05,0.125,3096,2995.73,4728.41,6,21
0.02,0.0625,8224,1270.19,2007.11,5,27
0.002,0.0625,65568,99.8192,160.668,5,28
0.05,0.0625,4128,2819.96,4452.47,6,27
0.02,0.03125,10280,1294.37,2041.56,7,31
0.002,0.03125,81960,87.1163,138.379,8,35
0.05,0.03125,5160,2801.31,4421.94,7,34
0.02,0.015625,12336,1215.72,1919.19,8,36
0.002,0.015625,98352,85.0742,134.595,7,36
0.05,0.015625,6192,2763.37,4361.52,6,36
0.02,0.0078125,14392,1227.23,1937.24,8,41
0.002,0.0078125,114744,91.3096,143.375,8,48
0.05,0.0078125,7224,2711.1,4278.98,9,49
0.02,0.00390625,16448,1216.78,1919.26,8,51
0.002,0.00390625,131136,78.2718,123.869,11,46
0.05,0.00390625,8256,2596.99,4100.9,9,47
0.02,0.00195312,18504,1210.36,1909.17,9,54
0.002,0.00195312,147528,78.83,124.276,10,50
0.05,0.00195312,9288,2638.15,4164.52,9,56
0.02,0.000976562,20560,1184.79,1868.79,12,66
0.002,0.000976562,163920,83.2096,130.579,11,61
0.05,0.000976562,10320,2629.89,4153.29,10,56
0.02,0.000488281,22616,1137.47,1795.84,10,60
0.002,0.000488281,180312,78.8033,123.957,11,60
0.05,0.000488281,11352,2605.82,4113.02,11,57
